minT: 1  maxT: 10
1220 0.967 0.938 0.922
1221 0.971 0.935 0.92
1222 0.969 0.933 0.914
1223 0.964 0.933 0.922
1224 0.952 0.923 0.909
1225 0.957 0.925 0.906
1226 0.952 0.912 0.897
1227 0.943 0.905 0.876
1228 0.947 0.9 0.88
1229 0.945 0.899 0.887
1230 0.938 0.888 0.876
1231 0.942 0.889 0.867
1232 0.935 0.888 0.87
1233 0.94 0.878 0.853
1234 0.923 0.858 0.832
1235 0.923 0.868 0.852
1236 0.931 0.868 0.851
1237 0.922 0.859 0.843
1238 0.916 0.863 0.847
1239 0.926 0.866 0.85
1240 0.916 0.846 0.828
1241 0.895 0.832 0.805
1242 0.881 0.808 0.786
1243 0.887 0.815 0.801
1244 0.878 0.816 0.785
1245 0.878 0.802 0.782
1246 0.879 0.809 0.792
1247 0.87 0.799 0.769
1248 0.866 0.796 0.78
1249 0.864 0.786 0.773
1250 0.857 0.793 0.776
1251 0.867 0.775 0.759
1252 0.848 0.78 0.764
1253 0.856 0.771 0.763
1254 0.839 0.741 0.725
1255 0.846 0.745 0.729
1256 0.806 0.721 0.713
1257 0.805 0.717 0.698
1258 0.799 0.713 0.705
1259 0.781 0.695 0.679
1260 0.827 0.737 0.729
1261 0.8 0.712 0.706
1262 0.788 0.706 0.695
1263 0.783 0.69 0.68
1264 0.771 0.668 0.664
1265 0.775 0.658 0.648
1266 0.764 0.66 0.656
1267 0.769 0.665 0.649
1268 0.747 0.642 0.645
1269 0.72 0.62 0.616
1270 0.744 0.652 0.645
1271 0.733 0.628 0.62
1272 0.728 0.603 0.593
1273 0.699 0.597 0.592
1274 0.72 0.616 0.612
1275 0.653 0.541 0.543
1276 0.691 0.577 0.57
1277 0.687 0.586 0.581
1278 0.683 0.576 0.574
1279 0.702 0.584 0.58
1280 0.65 0.53 0.526
1281 0.656 0.548 0.539
1282 0.656 0.541 0.532
1283 0.648 0.527 0.523
1284 0.665 0.565 0.561
1285 0.661 0.537 0.54
1286 0.624 0.524 0.527
1287 0.622 0.506 0.497
1288 0.606 0.492 0.49
1289 0.607 0.486 0.489
1290 0.6 0.49 0.495
1291 0.601 0.484 0.492
1292 0.587 0.489 0.492
1293 0.59 0.493 0.491
1294 0.593 0.483 0.484
1295 0.583 0.47 0.471
1296 0.528 0.415 0.415
1297 0.585 0.472 0.488
1298 0.569 0.448 0.451
1299 0.533 0.448 0.455
1300 0.535 0.428 0.438
Resource Access 
Parallel 
RSF 




minT: 160  maxT: 170
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 1.0
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 1.0
1121 1.0 1.0 1.0
1122 1.0 1.0 1.0
1123 1.0 1.0 1.0
1124 1.0 1.0 1.0
1125 1.0 1.0 1.0
1126 1.0 1.0 1.0
1127 1.0 1.0 1.0
1128 1.0 1.0 1.0
1129 1.0 1.0 1.0
1130 1.0 1.0 1.0
1131 1.0 1.0 1.0
1132 1.0 1.0 1.0
1133 1.0 1.0 1.0
1134 1.0 1.0 1.0
1135 1.0 1.0 1.0
1136 1.0 1.0 1.0
1137 1.0 1.0 1.0
1138 1.0 1.0 1.0
1139 1.0 1.0 1.0
1140 1.0 1.0 1.0
1141 1.0 1.0 1.0
1142 1.0 1.0 1.0
1143 1.0 1.0 1.0
1144 1.0 1.0 1.0
1145 1.0 1.0 1.0
1146 1.0 1.0 1.0
1147 1.0 1.0 1.0
1148 1.0 1.0 1.0
1149 1.0 1.0 1.0
1150 1.0 1.0 1.0
1151 1.0 1.0 1.0
1152 1.0 1.0 1.0
1153 1.0 1.0 1.0
1154 1.0 1.0 1.0
1155 1.0 1.0 1.0
1156 1.0 1.0 1.0
1157 1.0 1.0 1.0
1158 1.0 1.0 1.0
1159 1.0 1.0 1.0
1160 1.0 1.0 1.0
1161 1.0 1.0 1.0
1162 1.0 1.0 1.0
1163 1.0 1.0 1.0
1164 1.0 1.0 1.0
1165 1.0 1.0 1.0
1166 1.0 1.0 1.0
1167 1.0 1.0 1.0
1168 1.0 1.0 1.0
1169 1.0 1.0 1.0
1170 1.0 1.0 1.0
1171 1.0 1.0 0.999
1172 1.0 1.0 0.999
1173 1.0 1.0 1.0
1174 1.0 0.999 0.999
1175 1.0 1.0 1.0
1176 1.0 1.0 1.0
1177 1.0 1.0 1.0
1178 1.0 0.999 0.999
1179 1.0 1.0 1.0
1180 1.0 1.0 1.0
1181 1.0 1.0 0.999
1182 1.0 1.0 1.0
1183 1.0 1.0 0.998
1184 1.0 1.0 0.999
1185 1.0 0.998 0.998
1186 1.0 1.0 0.999
1187 0.999 0.999 0.997
1188 1.0 0.999 0.998
1189 1.0 1.0 1.0
1190 0.998 0.997 0.996
1191 1.0 0.999 0.995
1192 1.0 0.999 0.998
1193 0.999 0.997 0.995
1194 1.0 0.998 0.996
1195 0.998 0.998 0.998
1196 1.0 0.999 0.997
1197 0.999 0.996 0.995
1198 0.999 0.995 0.991
1199 0.999 0.998 0.995
1200 0.998 0.994 0.991
1201 1.0 0.999 0.998
1202 0.997 0.994 0.993
1203 0.999 0.995 0.991
1204 0.998 0.995 0.992
1205 0.997 0.996 0.989
1206 0.998 0.994 0.988
1207 0.999 0.994 0.988
1208 0.995 0.989 0.986
1209 0.996 0.99 0.985
1210 0.997 0.989 0.98
1211 0.996 0.986 0.978
1212 0.992 0.982 0.979
1213 0.997 0.985 0.98
1214 0.994 0.983 0.973
1215 0.995 0.984 0.978
1216 0.995 0.986 0.98
1217 0.991 0.98 0.969
1218 0.992 0.977 0.968
1219 0.988 0.973 0.967
1220 0.995 0.98 0.972
1221 0.994 0.982 0.97
1222 0.991 0.97 0.959
1223 0.986 0.971 0.956
1224 0.977 0.957 0.942
1225 0.977 0.953 0.935
1226 0.98 0.963 0.95
1227 0.982 0.95 0.935
1228 0.967 0.95 0.937
1229 0.978 0.95 0.935
1230 0.974 0.958 0.947
1231 0.969 0.948 0.941
1232 0.976 0.951 0.939
1233 0.964 0.938 0.915
1234 0.979 0.952 0.939
1235 0.966 0.931 0.923
1236 0.972 0.935 0.933
1237 0.973 0.941 0.932
1238 0.969 0.937 0.921
1239 0.961 0.919 0.908
1240 0.958 0.911 0.897
1241 0.95 0.908 0.898
1242 0.95 0.912 0.898
1243 0.949 0.917 0.899
1244 0.944 0.899 0.878
1245 0.945 0.897 0.88
1246 0.933 0.882 0.87
1247 0.934 0.865 0.851
1248 0.929 0.883 0.866
1249 0.914 0.858 0.847
1250 0.923 0.852 0.84
1251 0.929 0.858 0.846
1252 0.932 0.853 0.841
1253 0.915 0.86 0.845
1254 0.904 0.834 0.82
1255 0.911 0.856 0.835
1256 0.884 0.807 0.792
1257 0.901 0.846 0.842
1258 0.899 0.828 0.816
1259 0.903 0.827 0.814
1260 0.887 0.814 0.799
1261 0.888 0.81 0.799
1262 0.886 0.822 0.817
1263 0.876 0.801 0.788
1264 0.867 0.787 0.779
1265 0.866 0.799 0.792
1266 0.859 0.791 0.777
1267 0.844 0.76 0.755
1268 0.849 0.775 0.767
1269 0.851 0.768 0.753
1270 0.849 0.769 0.765
1271 0.841 0.754 0.744
1272 0.818 0.724 0.718
1273 0.831 0.74 0.741
1274 0.831 0.735 0.734
1275 0.824 0.731 0.719
1276 0.806 0.712 0.702
1277 0.817 0.707 0.702
1278 0.801 0.696 0.69
1279 0.797 0.698 0.694
1280 0.769 0.683 0.667
1281 0.788 0.691 0.684
1282 0.758 0.654 0.654
1283 0.742 0.659 0.651
1284 0.765 0.681 0.675
1285 0.747 0.639 0.636
1286 0.736 0.63 0.619
1287 0.743 0.645 0.637
1288 0.746 0.645 0.649
1289 0.738 0.631 0.634
1290 0.726 0.618 0.614
1291 0.731 0.624 0.627
1292 0.72 0.615 0.613
1293 0.704 0.6 0.591
1294 0.713 0.576 0.579
1295 0.706 0.6 0.596
1296 0.691 0.591 0.593
1297 0.671 0.575 0.576
1298 0.667 0.568 0.575
1299 0.632 0.534 0.533
1300 0.692 0.591 0.596
Resource Access 
Parallel 
RSF 




minT: 170  maxT: 180
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 1.0
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 1.0
1121 1.0 1.0 1.0
1122 1.0 1.0 1.0
1123 1.0 1.0 1.0
1124 1.0 1.0 1.0
1125 1.0 1.0 1.0
1126 1.0 1.0 1.0
1127 1.0 1.0 1.0
1128 1.0 1.0 1.0
1129 1.0 1.0 1.0
1130 1.0 1.0 1.0
1131 1.0 1.0 1.0
1132 1.0 1.0 1.0
1133 1.0 1.0 1.0
1134 1.0 1.0 1.0
1135 1.0 1.0 1.0
1136 1.0 1.0 1.0
1137 1.0 1.0 1.0
1138 1.0 1.0 1.0
1139 1.0 1.0 1.0
1140 1.0 1.0 1.0
1141 1.0 1.0 1.0
1142 1.0 1.0 1.0
1143 1.0 1.0 1.0
1144 1.0 1.0 1.0
1145 1.0 1.0 1.0
1146 1.0 1.0 1.0
1147 1.0 1.0 1.0
1148 1.0 1.0 1.0
1149 1.0 1.0 1.0
1150 1.0 1.0 1.0
1151 1.0 1.0 1.0
1152 1.0 1.0 1.0
1153 1.0 1.0 1.0
1154 1.0 1.0 1.0
1155 1.0 1.0 1.0
1156 1.0 1.0 1.0
1157 1.0 1.0 1.0
1158 1.0 1.0 1.0
1159 1.0 1.0 1.0
1160 1.0 1.0 1.0
1161 1.0 1.0 1.0
1162 1.0 1.0 1.0
1163 1.0 1.0 1.0
1164 1.0 1.0 1.0
1165 1.0 1.0 1.0
1166 1.0 1.0 1.0
1167 1.0 1.0 1.0
1168 1.0 1.0 1.0
1169 1.0 1.0 1.0
1170 1.0 1.0 1.0
1171 1.0 1.0 1.0
1172 1.0 1.0 1.0
1173 1.0 1.0 1.0
1174 1.0 1.0 1.0
1175 1.0 1.0 1.0
1176 1.0 1.0 1.0
1177 1.0 1.0 1.0
1178 1.0 1.0 1.0
1179 1.0 1.0 1.0
1180 1.0 1.0 1.0
1181 1.0 1.0 1.0
1182 1.0 1.0 1.0
1183 1.0 1.0 0.999
1184 1.0 1.0 1.0
1185 1.0 1.0 1.0
1186 1.0 1.0 1.0
1187 1.0 1.0 1.0
1188 1.0 1.0 0.999
1189 1.0 1.0 1.0
1190 1.0 1.0 1.0
1191 1.0 1.0 1.0
1192 1.0 1.0 1.0
1193 1.0 1.0 1.0
1194 1.0 1.0 1.0
1195 1.0 1.0 0.999
1196 1.0 1.0 1.0
1197 1.0 1.0 0.998
1198 0.999 0.999 0.999
1199 1.0 1.0 0.999
1200 1.0 1.0 0.998
1201 0.999 0.999 0.998
1202 1.0 1.0 0.996
1203 1.0 0.999 0.996
1204 1.0 1.0 0.999
1205 1.0 0.997 0.996
1206 1.0 1.0 1.0
1207 1.0 0.999 0.997
1208 0.999 0.999 0.997
1209 0.998 0.998 0.995
1210 0.999 0.999 0.997
1211 0.999 0.996 0.994
1212 0.999 0.997 0.993
1213 0.999 0.996 0.993
1214 0.998 0.994 0.991
1215 0.997 0.991 0.984
1216 0.999 0.995 0.993
1217 0.999 0.996 0.99
1218 0.999 0.995 0.991
1219 0.997 0.993 0.988
1220 0.994 0.99 0.985
1221 0.997 0.993 0.989
1222 0.993 0.986 0.983
1223 0.998 0.993 0.99
1224 0.993 0.989 0.984
1225 0.995 0.987 0.983
1226 0.995 0.99 0.988
1227 0.993 0.986 0.978
1228 0.997 0.988 0.982
1229 0.992 0.979 0.967
1230 0.995 0.989 0.983
1231 0.996 0.986 0.982
1232 0.991 0.975 0.969
1233 0.988 0.978 0.97
1234 0.986 0.972 0.965
1235 0.987 0.971 0.959
1236 0.992 0.973 0.967
1237 0.989 0.971 0.966
1238 0.991 0.972 0.963
1239 0.981 0.96 0.952
1240 0.982 0.96 0.949
1241 0.978 0.959 0.951
1242 0.989 0.963 0.952
1243 0.978 0.942 0.929
1244 0.983 0.957 0.948
1245 0.971 0.942 0.934
1246 0.972 0.944 0.935
1247 0.972 0.932 0.919
1248 0.977 0.946 0.934
1249 0.975 0.946 0.933
1250 0.96 0.917 0.908
1251 0.979 0.945 0.932
1252 0.952 0.909 0.898
1253 0.953 0.924 0.913
1254 0.954 0.92 0.907
1255 0.958 0.927 0.919
1256 0.952 0.912 0.9
1257 0.964 0.913 0.903
1258 0.947 0.907 0.896
1259 0.946 0.9 0.886
1260 0.949 0.904 0.893
1261 0.95 0.901 0.892
1262 0.919 0.871 0.864
1263 0.934 0.885 0.874
1264 0.936 0.872 0.863
1265 0.935 0.886 0.872
1266 0.918 0.863 0.854
1267 0.928 0.875 0.864
1268 0.919 0.873 0.855
1269 0.908 0.855 0.85
1270 0.926 0.867 0.849
1271 0.891 0.841 0.833
1272 0.902 0.852 0.841
1273 0.903 0.836 0.83
1274 0.893 0.836 0.825
1275 0.889 0.812 0.809
1276 0.888 0.822 0.819
1277 0.889 0.816 0.811
1278 0.875 0.802 0.798
1279 0.855 0.779 0.775
1280 0.862 0.784 0.78
1281 0.865 0.788 0.782
1282 0.859 0.784 0.781
1283 0.855 0.77 0.765
1284 0.833 0.754 0.751
1285 0.835 0.738 0.741
1286 0.853 0.767 0.763
1287 0.853 0.759 0.751
1288 0.833 0.753 0.744
1289 0.828 0.736 0.739
1290 0.824 0.743 0.737
1291 0.815 0.723 0.724
1292 0.807 0.718 0.719
1293 0.801 0.697 0.692
1294 0.809 0.708 0.709
1295 0.798 0.69 0.685
1296 0.799 0.699 0.701
1297 0.777 0.685 0.683
1298 0.782 0.689 0.692
1299 0.768 0.658 0.666
1300 0.788 0.682 0.684
Resource Access 
Parallel 
RSF 




minT: 180  maxT: 190
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 1.0
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 1.0
1121 1.0 1.0 1.0
1122 1.0 1.0 1.0
1123 1.0 1.0 1.0
1124 1.0 1.0 1.0
1125 1.0 1.0 1.0
1126 1.0 1.0 1.0
1127 1.0 1.0 1.0
1128 1.0 1.0 1.0
1129 1.0 1.0 1.0
1130 1.0 1.0 1.0
1131 1.0 1.0 1.0
1132 1.0 1.0 1.0
1133 1.0 1.0 1.0
1134 1.0 1.0 1.0
1135 1.0 1.0 1.0
1136 1.0 1.0 1.0
1137 1.0 1.0 1.0
1138 1.0 1.0 1.0
1139 1.0 1.0 1.0
1140 1.0 1.0 1.0
1141 1.0 1.0 1.0
1142 1.0 1.0 1.0
1143 1.0 1.0 1.0
1144 1.0 1.0 1.0
1145 1.0 1.0 1.0
1146 1.0 1.0 1.0
1147 1.0 1.0 1.0
1148 1.0 1.0 1.0
1149 1.0 1.0 1.0
1150 1.0 1.0 1.0
1151 1.0 1.0 1.0
1152 1.0 1.0 1.0
1153 1.0 1.0 1.0
1154 1.0 1.0 1.0
1155 1.0 1.0 1.0
1156 1.0 1.0 1.0
1157 1.0 1.0 1.0
1158 1.0 1.0 1.0
1159 1.0 1.0 1.0
1160 1.0 1.0 1.0
1161 1.0 1.0 1.0
1162 1.0 1.0 1.0
1163 1.0 1.0 1.0
1164 1.0 1.0 1.0
1165 1.0 1.0 1.0
1166 1.0 1.0 1.0
1167 1.0 1.0 1.0
1168 1.0 1.0 1.0
1169 1.0 1.0 1.0
1170 1.0 1.0 1.0
1171 1.0 1.0 1.0
1172 1.0 1.0 1.0
1173 1.0 1.0 1.0
1174 1.0 1.0 1.0
1175 1.0 1.0 1.0
1176 1.0 1.0 1.0
1177 1.0 1.0 1.0
1178 1.0 1.0 1.0
1179 1.0 1.0 1.0
1180 1.0 1.0 1.0
1181 1.0 1.0 1.0
1182 1.0 1.0 1.0
1183 1.0 1.0 1.0
1184 1.0 1.0 1.0
1185 1.0 1.0 0.999
1186 1.0 1.0 1.0
1187 1.0 1.0 1.0
1188 1.0 1.0 1.0
1189 1.0 1.0 1.0
1190 1.0 1.0 1.0
1191 1.0 1.0 1.0
1192 1.0 1.0 1.0
1193 1.0 1.0 1.0
1194 1.0 1.0 1.0
1195 1.0 0.999 0.999
1196 1.0 1.0 1.0
1197 1.0 0.999 0.998
1198 1.0 1.0 0.998
1199 1.0 1.0 1.0
1200 1.0 1.0 1.0
1201 1.0 0.999 0.999
1202 1.0 1.0 1.0
1203 1.0 1.0 1.0
1204 1.0 1.0 0.999
1205 1.0 0.999 0.999
1206 1.0 1.0 1.0
1207 1.0 1.0 1.0
1208 1.0 0.999 0.998
1209 1.0 1.0 0.999
1210 1.0 0.999 0.998
1211 1.0 1.0 0.999
1212 0.999 0.999 0.998
1213 1.0 0.998 0.997
1214 1.0 1.0 0.999
1215 0.999 0.998 0.998
1216 1.0 1.0 0.998
1217 1.0 0.999 0.999
1218 0.999 0.999 0.997
1219 1.0 0.999 0.998
1220 1.0 0.997 0.997
1221 1.0 1.0 0.998
1222 1.0 0.997 0.995
1223 0.999 0.998 0.994
1224 1.0 0.996 0.996
1225 0.999 0.998 0.998
1226 0.996 0.993 0.989
1227 1.0 0.996 0.995
1228 0.997 0.993 0.99
1229 1.0 0.996 0.991
1230 0.998 0.997 0.994
1231 0.995 0.99 0.988
1232 0.996 0.99 0.985
1233 0.997 0.991 0.987
1234 0.995 0.987 0.984
1235 0.996 0.99 0.988
1236 0.997 0.993 0.991
1237 0.996 0.982 0.976
1238 0.991 0.986 0.982
1239 0.992 0.986 0.981
1240 0.99 0.981 0.973
1241 0.991 0.98 0.979
1242 0.989 0.977 0.975
1243 0.992 0.98 0.974
1244 0.991 0.974 0.967
1245 0.992 0.98 0.977
1246 0.988 0.975 0.973
1247 0.992 0.98 0.974
1248 0.986 0.968 0.963
1249 0.982 0.968 0.962
1250 0.992 0.973 0.971
1251 0.99 0.977 0.97
1252 0.986 0.974 0.961
1253 0.983 0.962 0.954
1254 0.983 0.963 0.956
1255 0.981 0.964 0.957
1256 0.989 0.97 0.961
1257 0.988 0.963 0.958
1258 0.973 0.953 0.948
1259 0.99 0.953 0.945
1260 0.969 0.946 0.939
1261 0.973 0.946 0.941
1262 0.963 0.935 0.924
